date,type,category,amount
2024-05-15,credit,bank transfer,2783.01
2024-11-23,debit,shopping,323.06
2024-05-10,debit,personal,4467.61
2024-06-24,credit,gambling,1478.72
2024-10-05,credit,bank transfer,1370.64
2024-08-17,debit,medical,4499.83
2024-11-29,credit,gambling,1924.0
2025-02-25,credit,salary,4164.52
2024-08-04,debit,education,288.04
2025-01-09,debit,gambling,1397.28
2025-01-20,credit,refunds,4532.29
2024-10-24,credit,investments returns,3995.42
2024-11-13,debit,personal,3978.79
2024-09-08,credit,investments returns,3938.16
2025-02-26,credit,government benefits,2837.08
2024-10-22,debit,gambling,4396.08
2025-02-12,debit,education,3056.08
2024-07-06,credit,gambling,2108.96
2024-09-15,credit,bank transfer,4130.0
2025-04-25,credit,investments returns,4095.27
2024-05-29,credit,salary,4619.41
2024-11-22,debit,shopping,4606.93
2024-11-14,credit,government benefits,3288.21
2024-08-13,debit,gambling,3884.01
2024-06-06,debit,education,3889.39
2025-01-12,credit,investments returns,2506.23
2024-12-28,debit,shopping,3617.88
2025-02-04,debit,gambling,2605.17
2025-02-10,credit,government benefits,4978.74
2024-07-17,credit,government benefits,4154.23
2025-03-21,credit,bank transfer,2886.7
2024-05-25,debit,personal,2586.61
2025-05-05,debit,shopping,4366.15
2025-03-11,debit,personal,217.94
2025-02-24,credit,investments returns,4022.79
2024-05-08,debit,finance,2571.61
2025-01-21,credit,salary,3149.4
2024-12-15,debit,gambling,3979.4
2024-11-01,credit,investments returns,346.81
2024-11-14,debit,medical,2249.48
2025-01-20,debit,shopping,3353.26
2025-04-19,credit,investments returns,4741.85
2025-02-24,debit,shopping,1891.97
2024-12-06,debit,education,2354.73
2025-04-05,debit,finance,3025.0
2024-11-09,debit,medical,3013.31
2024-11-22,credit,salary,2338.48
2025-04-24,debit,personal,3640.47
2024-10-22,debit,gambling,513.77
2024-10-14,credit,gambling,3790.55
2024-09-23,debit,personal,3162.59
2024-11-24,credit,bank transfer,1666.0
2024-09-23,debit,gambling,2299.17
2024-06-06,debit,personal,2351.54
2024-12-15,credit,investments returns,11.96
2024-09-30,credit,investments returns,1900.12
2024-06-10,debit,education,3479.96
2024-11-13,debit,personal,1264.07
2025-04-24,debit,gambling,1361.49
2024-09-11,credit,investments returns,29.83
2024-09-22,debit,gambling,3718.69
2024-10-15,credit,salary,1987.68
2025-01-27,credit,investments returns,1674.06
2024-10-21,debit,finance,3979.83
2024-12-21,debit,shopping,11.73
2024-11-04,credit,salary,4175.23
2025-04-19,credit,government benefits,419.84
2024-11-11,credit,gambling,4856.67
2024-05-20,debit,personal,899.93
2024-12-23,debit,medical,4714.88
2025-05-01,credit,refunds,3126.81
2024-06-19,debit,medical,3505.2
2024-11-07,credit,salary,1349.96
2024-12-23,credit,refunds,4862.82
2024-08-14,credit,refunds,4465.49
2024-11-20,debit,personal,4727.72
2025-03-11,credit,bank transfer,884.67
2025-04-25,debit,gambling,3485.55
2025-04-23,debit,gambling,4368.13
2024-09-03,debit,personal,3252.37
2024-09-17,debit,shopping,4917.6
2025-04-09,debit,shopping,4147.9
2024-07-12,credit,gambling,335.84
2025-03-20,debit,finance,1900.02
2024-05-17,debit,personal,3383.25
2025-01-27,credit,bank transfer,4953.26
2024-10-01,debit,education,1301.31
2024-07-17,debit,education,4852.93
2025-04-08,credit,gambling,4567.42
2024-08-24,credit,bank transfer,3380.75
2024-07-01,credit,salary,4440.78
2025-03-23,credit,government benefits,19.88
2025-02-23,debit,medical,2567.91
2025-01-29,debit,personal,49.8
2025-01-19,debit,education,1335.94
2024-07-28,debit,medical,653.66
2024-10-04,debit,medical,3595.69
2024-05-16,debit,education,71.77
2024-05-20,credit,bank transfer,4048.78
2024-07-11,credit,salary,1187.01
2025-03-09,credit,refunds,4114.27
2025-03-01,debit,shopping,4122.61
2025-04-30,debit,shopping,317.45
2025-01-06,credit,salary,2388.84
2024-06-09,debit,finance,3213.24
2024-10-11,credit,government benefits,2300.07
2024-05-07,debit,personal,4768.41
2024-06-08,credit,bank transfer,1994.54
2025-03-08,debit,medical,3110.94
2025-04-13,credit,salary,2207.43
2025-04-17,credit,bank transfer,520.57
2024-06-29,credit,investments returns,1406.42
2025-04-17,debit,education,4464.33
2025-04-01,credit,bank transfer,1381.52
2025-03-20,debit,gambling,621.74
2024-07-06,debit,medical,4991.87
2024-07-06,credit,bank transfer,4541.22
2025-04-02,debit,shopping,2983.93
2024-09-30,debit,shopping,4526.94
2024-10-02,debit,finance,372.92
2024-12-11,credit,salary,3409.45
2025-01-01,debit,finance,1929.13
2025-02-22,credit,refunds,4912.09
2025-03-25,debit,gambling,2847.26
2025-05-03,debit,shopping,1596.62
2025-03-20,credit,investments returns,2981.49
2024-10-29,debit,finance,1247.12
2024-06-11,credit,gambling,3059.86
2024-12-11,debit,personal,3782.13
2025-02-03,credit,bank transfer,3510.69
2024-11-18,debit,shopping,4589.34
2024-11-09,debit,gambling,4613.16
2024-12-02,credit,government benefits,4675.26
2024-06-09,debit,gambling,2180.13
2024-09-17,debit,finance,4303.88
2025-04-08,credit,investments returns,1477.59
2024-08-10,credit,refunds,1506.76
2024-12-04,debit,education,3789.52
2024-06-29,debit,gambling,4775.59
2024-08-01,credit,refunds,4361.75
2025-03-13,credit,bank transfer,3541.04
2025-01-25,credit,bank transfer,1555.31
2025-03-04,credit,government benefits,869.42
2025-01-20,credit,government benefits,1105.58
2024-08-11,credit,gambling,4758.22
2024-09-15,debit,gambling,4570.33
2025-01-24,debit,education,1256.87
2025-05-02,debit,education,3425.56
2024-10-26,credit,refunds,2980.68
2024-07-11,credit,government benefits,2498.31
2025-02-26,debit,education,115.57
2024-07-21,credit,gambling,4553.28
2025-04-21,credit,bank transfer,4522.57
2024-08-08,debit,gambling,844.91
2024-09-11,credit,government benefits,3158.19
2024-05-25,credit,bank transfer,2850.36
2024-11-18,credit,salary,4605.48
2024-12-21,credit,investments returns,3287.97
2024-12-13,credit,refunds,202.8
2024-11-29,credit,salary,4325.63
2024-06-24,credit,refunds,286.79
2025-02-24,credit,investments returns,2653.3
2024-06-10,debit,personal,4438.8
2025-03-30,debit,personal,2265.01
2024-06-04,credit,investments returns,1286.41
2024-12-25,credit,salary,4951.08
2024-11-14,debit,gambling,4211.14
2024-06-10,debit,finance,363.36
2024-08-10,debit,education,1203.03
2025-03-28,debit,finance,4171.79
2025-02-04,debit,shopping,3539.88
2024-12-31,credit,gambling,1154.23
2024-11-07,debit,finance,1244.84
2025-04-16,credit,bank transfer,4769.77
2024-12-14,debit,medical,1970.3
2025-04-27,debit,medical,2672.36
2024-09-01,credit,government benefits,1450.9
2024-10-03,credit,refunds,526.44
2024-10-02,debit,finance,1821.91
2025-01-06,debit,education,1873.62
2025-05-02,credit,salary,2177.05
2024-12-26,credit,refunds,1395.71
2024-05-18,debit,finance,968.5
2024-08-13,debit,education,2354.14
2024-09-18,debit,shopping,4878.27
2024-08-13,credit,refunds,2897.21
2024-09-08,debit,gambling,494.21
2024-12-25,credit,gambling,1177.11
2025-02-27,credit,salary,3818.82
2024-11-16,debit,gambling,950.5
2025-04-02,debit,personal,3225.55
2024-05-09,debit,gambling,408.48
2024-08-28,debit,gambling,2528.36
2024-05-23,credit,government benefits,1800.66
2024-09-21,debit,shopping,4046.96
2024-08-29,credit,government benefits,2052.84
2024-12-02,debit,gambling,4627.48
2024-10-29,debit,gambling,937.69
2025-02-26,debit,medical,2551.3
2024-12-25,debit,personal,4576.72
2024-12-20,credit,gambling,1836.27
2024-12-18,credit,salary,4669.39
2024-08-14,debit,shopping,3285.94
2024-05-11,debit,medical,2342.62
2025-04-12,debit,education,1061.45
2024-08-19,debit,finance,1592.68
2025-03-28,credit,gambling,96.91
2025-02-09,debit,education,2892.94
2025-03-12,credit,gambling,1444.58
2025-03-07,credit,investments returns,4552.16
2025-01-28,credit,bank transfer,4922.88
2024-06-03,credit,salary,3631.4
2025-04-14,credit,bank transfer,427.79
2024-09-21,credit,salary,684.3
2024-10-02,credit,government benefits,4827.98
2025-03-01,credit,investments returns,1500.01
2025-02-07,debit,education,4334.08
2024-09-16,debit,personal,1312.87
2024-10-27,debit,medical,586.12
2025-04-14,debit,medical,3481.89
2025-02-20,debit,finance,2039.98
2024-06-30,credit,refunds,2157.54
2024-06-23,credit,refunds,4829.73
2024-10-02,debit,finance,3372.37
2024-06-24,credit,bank transfer,281.12
2025-05-02,credit,refunds,923.65
2024-12-07,credit,government benefits,3009.65
2024-12-18,debit,education,1496.79
2024-08-29,credit,government benefits,2363.15
2025-04-30,debit,medical,2497.41
2025-01-15,credit,investments returns,284.78
2025-03-22,debit,shopping,381.81
2024-10-12,credit,bank transfer,2051.78
2024-12-09,debit,gambling,4746.91
2024-07-14,debit,gambling,310.03
2025-04-05,debit,shopping,951.84
2024-06-15,credit,bank transfer,197.55
2024-12-17,credit,gambling,2034.73
2025-04-09,credit,government benefits,1777.77
2024-08-03,debit,personal,935.49
2024-05-24,debit,gambling,3646.66
2024-07-17,debit,education,1270.43
2024-11-07,credit,bank transfer,2496.76
2024-06-13,credit,investments returns,4808.59
2025-04-27,debit,shopping,2533.03
2024-08-27,credit,investments returns,1485.26
2024-06-30,credit,investments returns,1613.74
2024-11-15,credit,bank transfer,3696.8
2024-06-21,credit,bank transfer,781.86
2025-05-03,credit,refunds,3407.75
2025-04-25,credit,bank transfer,1525.47
2025-05-02,credit,gambling,3932.93
2025-04-19,credit,government benefits,1486.83
2024-08-30,credit,gambling,2145.78
2024-08-05,credit,government benefits,1868.96
2024-10-23,credit,refunds,4822.33
2024-05-23,credit,bank transfer,3737.29
2025-03-20,debit,education,3114.1
2025-04-21,credit,salary,2755.11
2024-12-01,credit,bank transfer,3956.98
2024-12-16,credit,gambling,309.4
2025-03-12,credit,salary,2219.63
2024-08-31,credit,investments returns,4945.02
2024-08-13,debit,gambling,57.34
2024-08-19,credit,government benefits,3057.83
2025-02-26,credit,investments returns,409.84
2025-04-03,debit,personal,1873.82
2024-08-28,debit,finance,546.21
2024-12-11,debit,education,1052.45
2025-01-04,debit,medical,186.95
2024-10-08,debit,personal,3034.07
2024-12-18,credit,bank transfer,3623.3
2024-08-26,credit,refunds,2147.71
2024-10-20,credit,refunds,3180.23
2024-05-07,credit,gambling,2000.13
2024-09-14,debit,personal,2064.58
2024-06-13,debit,medical,2021.83
2024-09-05,credit,gambling,1441.9
2024-08-09,debit,gambling,790.3
2024-11-07,credit,gambling,2099.64
2025-03-29,debit,shopping,1118.3
2024-12-15,debit,medical,143.04
2025-03-16,debit,personal,3655.22
2025-03-08,debit,gambling,4952.69
2024-10-08,debit,shopping,3168.04
2025-02-06,debit,finance,3931.16
2025-01-08,credit,government benefits,4803.31
2025-02-11,credit,refunds,1035.66
2024-09-24,credit,government benefits,4352.86
2024-12-08,debit,personal,2462.15
2024-11-19,debit,medical,4691.09
2024-09-16,credit,bank transfer,393.45
2024-09-01,debit,education,696.83
2024-12-05,debit,shopping,4663.48
2025-01-16,credit,government benefits,2291.03
2024-06-22,debit,personal,3135.29
2025-03-02,debit,shopping,233.25
2024-05-11,debit,medical,4602.32
2024-09-04,credit,investments returns,1926.67
2024-09-08,credit,salary,4313.38
2024-06-19,debit,medical,2666.71
2024-10-22,debit,shopping,2620.48
2025-01-24,debit,medical,4209.86
2024-06-13,debit,medical,1187.78
2024-12-23,credit,bank transfer,2444.28
2025-02-27,credit,investments returns,3305.1
2024-12-16,credit,gambling,1853.38
2025-03-05,credit,salary,1271.48
2025-04-04,debit,finance,2623.96
2024-12-23,credit,salary,4775.96
2024-12-04,credit,refunds,2556.83
2024-05-13,credit,refunds,4469.0
2024-05-31,debit,medical,3399.6
2024-08-24,credit,government benefits,1372.09
2024-06-08,debit,gambling,18.64
2024-07-14,credit,salary,1358.22
2024-06-09,credit,refunds,319.33
2024-05-28,debit,education,2746.63
2024-11-04,debit,education,4635.94
2025-04-01,debit,personal,856.45
2024-07-10,credit,government benefits,2031.01
2025-04-27,credit,gambling,221.94
2024-09-30,credit,investments returns,3336.52
2024-10-05,credit,government benefits,895.48
2024-09-13,credit,gambling,576.04
2024-05-08,debit,finance,1014.63
2024-07-04,credit,government benefits,4992.35
2025-05-03,credit,bank transfer,1775.98
2024-10-30,debit,personal,2007.25
2024-08-24,debit,personal,3617.19
2024-06-23,debit,finance,1008.66
2024-07-21,debit,personal,940.24
2025-01-09,debit,education,3255.62
2024-09-19,credit,gambling,3331.26
2025-04-17,credit,government benefits,1127.24
2024-12-24,credit,salary,4657.22
2025-02-11,credit,investments returns,4742.11
2024-10-11,credit,investments returns,1461.64
2025-03-15,credit,government benefits,1379.48
2024-08-20,credit,government benefits,3492.02
2025-05-03,credit,bank transfer,3064.65
2024-06-04,debit,personal,179.23
2025-02-24,credit,bank transfer,2440.29
2024-10-12,debit,personal,742.48
2024-07-19,credit,government benefits,4626.81
2024-10-21,debit,education,3964.49
2024-05-22,debit,finance,3600.22
2024-05-14,debit,education,3241.29
2025-04-03,credit,salary,851.77
2025-02-18,credit,gambling,4779.29
2024-12-18,credit,salary,1059.72
2025-03-16,debit,shopping,3207.57
2024-09-29,credit,gambling,4474.27
2025-02-20,credit,investments returns,662.08
2024-09-13,credit,salary,2949.1
2025-04-30,debit,education,4620.19
2025-05-03,debit,personal,2083.83
2025-03-05,debit,gambling,1016.91
2025-03-17,credit,refunds,4036.87
2024-10-05,credit,salary,294.12
2024-08-24,credit,investments returns,1761.15
2024-08-30,credit,government benefits,3482.33
2024-11-02,debit,finance,1814.84
2024-11-28,debit,medical,1823.57
2025-04-27,credit,refunds,2483.08
2024-10-31,credit,gambling,2880.43
2024-06-09,debit,finance,204.59
2025-01-14,debit,gambling,1716.05
2024-06-17,credit,refunds,633.73
2024-07-21,debit,medical,331.72
2025-03-16,credit,government benefits,3379.31
2024-08-31,credit,government benefits,3860.61
2024-06-10,credit,bank transfer,2589.91
2025-01-23,debit,shopping,2478.21
2024-07-26,debit,gambling,4698.4
2024-12-18,credit,salary,1081.62
2024-09-25,debit,personal,2214.41
2024-11-28,credit,government benefits,2287.3
2024-11-05,debit,education,1943.45
2025-01-19,credit,bank transfer,468.11
2024-09-14,credit,bank transfer,3456.07
2024-05-17,credit,investments returns,1926.9
2024-08-20,debit,personal,261.3
2024-08-21,debit,education,3063.36
2024-06-25,debit,shopping,2120.1
2024-05-13,debit,medical,3200.89
2024-10-08,debit,education,648.74
2025-04-25,credit,government benefits,133.73
2024-07-20,debit,gambling,2642.67
2025-01-12,debit,finance,2038.99
2025-03-01,debit,gambling,2388.57
2024-05-12,debit,gambling,113.21
2025-04-11,debit,education,449.85
2024-12-17,debit,personal,2015.18
2024-05-30,credit,government benefits,3495.83
2024-12-07,credit,government benefits,137.93
2025-01-11,debit,finance,2252.39
2024-07-30,debit,medical,2500.34
2024-05-23,credit,refunds,3910.37
2025-02-07,credit,bank transfer,406.29
2024-05-19,debit,education,4471.01
2024-09-29,credit,gambling,2122.45
2024-10-23,credit,refunds,1394.73
2024-08-20,credit,salary,4205.9
2024-09-20,debit,medical,2235.88
2024-11-24,credit,salary,4142.76
2025-01-20,debit,finance,1304.65
2025-02-26,debit,medical,4178.1
2024-10-07,credit,investments returns,2133.97
2025-02-26,credit,bank transfer,1364.81
2024-11-28,debit,personal,96.79
2024-08-06,credit,refunds,4150.57
2024-09-17,credit,bank transfer,4207.93
2025-02-08,credit,salary,239.63
2024-06-09,debit,finance,4890.5
2025-05-06,credit,bank transfer,2316.11
2025-02-17,debit,gambling,2946.25
2024-10-24,credit,gambling,2305.39
2024-08-03,debit,gambling,161.21
2024-05-16,debit,medical,2442.46
2025-03-10,debit,finance,3722.86
2025-03-25,credit,gambling,4494.21
2024-10-11,credit,government benefits,1636.1
2024-11-15,debit,personal,4070.7
2024-05-08,debit,personal,259.55
2024-11-14,credit,refunds,1138.08
2024-12-21,debit,finance,1626.59
2025-02-10,credit,bank transfer,4813.34
2024-05-12,credit,refunds,456.56
2025-01-31,credit,gambling,2533.64
2024-05-26,credit,government benefits,4277.19
2024-08-02,debit,personal,187.77
2024-08-05,credit,refunds,136.33
2024-11-26,debit,education,1789.4
2025-01-24,debit,gambling,3544.3
2025-01-06,debit,education,458.31
2025-04-23,credit,bank transfer,3415.65
2025-05-06,credit,gambling,2376.24
2024-06-02,debit,shopping,4565.27
2024-10-10,credit,salary,4536.29
2024-10-02,credit,government benefits,3809.18
2024-12-14,debit,shopping,4279.63
2024-07-22,credit,investments returns,4126.27
2024-08-19,credit,bank transfer,2917.29
2025-02-28,debit,personal,339.22
2025-03-13,debit,shopping,2896.46
2024-10-24,credit,salary,3428.31
2024-08-19,credit,investments returns,261.42
2025-04-28,credit,gambling,2339.77
2025-05-06,credit,government benefits,4884.26
2025-01-16,debit,shopping,3132.37
2025-05-02,credit,refunds,912.72
2024-10-03,debit,gambling,4349.02
2024-06-22,credit,salary,4963.69
2024-08-04,debit,education,2506.76
2024-07-02,debit,gambling,2857.83
2024-12-10,credit,refunds,4166.42
2024-06-21,credit,government benefits,1387.71
2025-03-07,credit,refunds,1957.75
2024-10-14,credit,government benefits,1538.9
2024-10-17,debit,shopping,4011.58
2025-05-06,credit,salary,4938.31
2024-12-07,credit,salary,1997.97
2024-08-25,debit,personal,4826.76
2025-01-15,credit,government benefits,427.71
2024-08-21,credit,gambling,1692.97
2024-06-01,credit,salary,1519.66
2025-03-15,debit,medical,2124.76
2024-07-06,debit,gambling,35.24
2024-11-03,credit,salary,4480.63
2024-11-10,credit,bank transfer,401.35
2025-02-14,credit,government benefits,2106.85
2024-08-21,credit,salary,3561.87
2025-01-22,debit,medical,4148.65
2025-03-04,debit,personal,335.21
2025-04-02,credit,gambling,4720.91
2024-08-26,credit,government benefits,4018.78
2024-12-30,credit,government benefits,4092.62
2025-04-11,credit,gambling,683.6
2024-12-26,debit,gambling,18.03
2024-08-12,debit,shopping,1284.63
2024-05-28,debit,personal,2665.95
2024-10-08,debit,personal,4234.26
2025-04-09,debit,finance,1443.41
2024-12-15,credit,gambling,3703.75
2024-05-22,credit,gambling,4540.42
2024-09-28,debit,medical,2824.37
2024-10-17,credit,refunds,2371.91
2025-02-21,credit,refunds,1218.52
2025-01-17,credit,government benefits,2663.26
2024-10-31,credit,investments returns,2255.41
2024-05-12,debit,shopping,717.31
2025-04-04,credit,bank transfer,637.23
2024-08-06,debit,shopping,1210.3
2024-07-26,debit,shopping,3245.03
2024-06-25,credit,gambling,2541.53
